,Customer ID,Circle Name,Age,Gender,Pincode,Age On Network,Connection Type (Prepaid/Postpaid),Voice Usage (Slab),Data Usage (Slab),Sms Usage (Slab),ARPU,ISD Usage,IR Usage,Amazon Prime User,Netflix User,Sender ID,VAS Subscription,VIL App Web (Login/Registration),Active User (App / Web),Recharge Own Asset,Recharge Aggregator (Value),Recharge Aggregator (Volume),Recharge Aggregator (Partner Category),Bill Payment Own Asset,Bill Payment Aggregator (Value),Bill Payment Aggregator (Volume),Bill Payment Aggregator (Partner Name),Content App Stream,Content App Active User,Content App (Movie/Live TV/Shows),Content Genre,Content Language,Credit Limit,Category DND Flag,Brand Identifier
96,96,Bidhuna,40-45,F,206251,2-4 Months,Postpaid,1-50,0.5GB-1GB,1-50,>1000,No,No,Yes,No,Entertainment,Yes,No,No,No,51-100,5,Wallet,No,751-1000,1,Wallet,No,No,Live TV,Horror,Hindi,2000,Yes,Idea
97,97,Howrah,35-40,F,711312,20-22 Months,Postpaid,201-250,10GB-15GB,501-750,>1000,No,Yes,Yes,Yes,Food,No,Yes,Yes,No,250-300,6,Payment Banking,No,151-200,9,Wallet,Yes,Yes,Movies,Thriller,Hindi,7000,No,Idea
98,98,Muktainagar,65-70,F,425306,20-22 Months,Postpaid,1-50,0.5GB-1GB,101-150,51-100,No,Yes,Yes,No,Food,Yes,Yes,Yes,Yes,1-50,6,Wallet,Yes,751-1000,7,Wallet,No,Yes,Movies,Fantasy,Hindi,10000,Yes,Vodafone
99,99,Aheri,25-30,M,442710,8-10 Months,Prepaid,501-750,1.5GB-2GB,751-1000,751-1000,No,Yes,No,Yes,Lifestyle,No,Yes,Yes,No,151-200,8,Payment Banking,No,51-100,6,Payment Banking,No,No,Live TV,Drama,Hindi,7000,Yes,Idea
100,100,Chaibasa,35-40,M,833214,0-2 Months,Prepaid,751-1000,1GB-1.5GB,151-200,201-250,No,No,Yes,Yes,Food,No,No,Yes,Yes,151-200,8,Wallet,No,>1000,5,Payment Banking,No,Yes,Movies,Thriller,English,6000,No,Idea
101,101,Jalgaon,50-55,M,425003,0-2 Months,Prepaid,51-100,0.5GB-1GB,250-300,751-1000,No,Yes,No,No,Entertainment,Yes,No,Yes,Yes,501-750,9,Wallet,Yes,>1000,6,Wallet,No,Yes,Movies,Thriller,English,10000,No,Idea
102,102,Narsipatnam,40-45,F,531084,18-20 Months,Postpaid,101-150,0GB-0.5GB,1-50,1-50,Yes,No,No,No,Shopping,Yes,Yes,Yes,Yes,>1000,0,Wallet,Yes,101-150,5,Wallet,No,No,Shows,Drama,English,4000,No,Vodafone
103,103,Mentada,40-45,F,535215,14-16 Months,Prepaid,301-500,1GB-1.5GB,>1000,101-150,Yes,Yes,No,No,Travel,Yes,No,No,No,751-1000,1,Payment Banking,Yes,301-500,5,Payment Banking,Yes,No,Live TV,Sci-fi,English,7000,Yes,Idea
104,104,Channapatna,30-35,M,562138,2-4 Months,Postpaid,301-500,7.5GB-10GB,501-750,101-150,Yes,No,Yes,No,Food,No,No,No,No,51-100,7,Payment Banking,Yes,>1000,1,Payment Banking,No,No,Live TV,Sci-fi,Hindi,10000,No,Idea
105,105,Kalol,55-60,M,382721,4-6 Months,Postpaid,1501-2000,0GB-0.5GB,51-100,1-50,Yes,No,No,Yes,Lifestyle,Yes,No,Yes,No,>1000,2,Payment Banking,Yes,101-150,7,Wallet,Yes,Yes,Shows,Drama,English,5000,No,Vodafone
106,106,Huzur,40-45,M,462046,2-4 Months,Prepaid,301-500,>15GB,101-150,250-300,No,No,Yes,No,,Yes,No,No,No,301-500,0,Wallet,No,501-750,4,Payment Banking,Yes,No,Shows,Action,Hindi,1500,Yes,Vodafone
107,107,Sirsi,20-25,F,581402,20-22 Months,Postpaid,201-250,0.5GB-1GB,201-250,>1000,Yes,Yes,Yes,Yes,Lifestyle,Yes,No,No,No,101-150,9,Payment Banking,Yes,>1000,1,Wallet,No,Yes,Live TV,Action,English,5000,Yes,Vodafone
108,108,Pauri,45-50,F,246123,22-24 Months,Prepaid,301-500,0.5GB-1GB,101-150,751-1000,Yes,Yes,Yes,Yes,Entertainment,No,Yes,Yes,Yes,51-100,2,Payment Banking,No,1-50,4,Wallet,Yes,Yes,Movies,Fantasy,English,4000,Yes,Idea
109,109,Baresei,65-70,F,328026,4-6 Months,Postpaid,1001-1500,2GB-2.5GB,301-500,751-1000,No,Yes,Yes,Yes,Entertainment,Yes,Yes,No,Yes,751-1000,6,Payment Banking,No,101-150,6,Payment Banking,No,Yes,Live TV,Action,English,1500,Yes,Idea
110,110,Valsad,20-25,F,396375,10-12 Months,Prepaid,751-1000,0GB-0.5GB,250-300,501-750,Yes,Yes,Yes,No,Work,No,No,Yes,No,1-50,5,Wallet,Yes,1-50,2,Wallet,No,Yes,Shows,Comedy,English,500,Yes,Idea
111,111,Hisar,55-60,F,125121,0-2 Months,Prepaid,1001-1500,0.5GB-1GB,151-200,51-100,Yes,No,Yes,No,Healthcare,No,Yes,No,No,751-1000,6,Wallet,No,>1000,2,Payment Banking,Yes,No,Live TV,Romance,English,2000,Yes,Idea
112,112,Samastipur,25-30,F,848506,8-10 Months,Postpaid,501-750,0GB-0.5GB,250-300,51-100,No,Yes,Yes,Yes,Shopping,No,Yes,No,No,1-50,6,Wallet,No,201-250,8,Payment Banking,No,No,Live TV,Sci-fi,Hindi,1000,Yes,Vodafone
113,113,,30-35,F,505184,18-20 Months,Prepaid,101-150,0GB-0.5GB,250-300,51-100,Yes,No,Yes,Yes,,No,Yes,No,Yes,101-150,5,Payment Banking,No,151-200,4,Wallet,Yes,Yes,Shows,Sci-fi,English,1500,Yes,Idea
114,114,Malvan,60-65,F,416534,20-22 Months,Prepaid,1501-2000,0.5GB-1GB,51-100,101-150,No,Yes,Yes,No,Food,Yes,No,Yes,Yes,>1000,2,Payment Banking,No,>1000,5,Payment Banking,Yes,No,Shows,Romance,English,2500,No,Idea
115,115,Sindkhede,25-30,F,425408,6-8 Months,Prepaid,751-1000,0GB-0.5GB,101-150,1-50,Yes,No,Yes,Yes,Food,Yes,No,No,Yes,101-150,2,Wallet,Yes,501-750,2,Wallet,Yes,No,Live TV,Romance,English,1000,No,Vodafone
116,116,Suryapet,65-70,M,508213,22-24 Months,Prepaid,301-500,7.5GB-10GB,1-50,1-50,No,Yes,Yes,No,Healthcare,No,No,Yes,No,51-100,9,Wallet,Yes,51-100,5,Payment Banking,No,No,Movies,Sci-fi,Hindi,4000,Yes,Vodafone
117,117,Bidhuna,60-65,M,206243,4-6 Months,Prepaid,751-1000,1GB-1.5GB,201-250,201-250,Yes,Yes,No,Yes,Lifestyle,No,No,Yes,Yes,101-150,8,Wallet,No,51-100,0,Wallet,No,No,Live TV,Fantasy,English,9000,Yes,Idea
118,118,Chamba,20-25,M,176306,20-22 Months,Prepaid,1001-1500,2.5GB-5GB,1-50,751-1000,Yes,No,No,Yes,Shopping,No,No,No,No,501-750,0,Wallet,No,>1000,9,Wallet,Yes,Yes,Live TV,Action,Hindi,8000,Yes,Idea
119,119,Rajapur,55-60,M,416702,12-14 Months,Prepaid,151-200,1GB-1.5GB,1-50,301-500,No,No,Yes,No,Work,Yes,No,No,Yes,250-300,9,Wallet,Yes,1-50,9,Payment Banking,Yes,Yes,Movies,Thriller,Hindi,1500,Yes,Vodafone
120,120,Dapoli,50-55,M,415712,0-2 Months,Postpaid,250-300,0.5GB-1GB,250-300,>1000,Yes,No,No,No,Lifestyle,Yes,Yes,Yes,No,250-300,0,Wallet,Yes,151-200,6,Payment Banking,Yes,Yes,Movies,Sci-fi,English,8000,No,Idea
121,121,Kaluvoya,30-35,M,524343,12-14 Months,Postpaid,151-200,7.5GB-10GB,51-100,301-500,Yes,No,No,No,,Yes,No,No,No,201-250,0,Wallet,Yes,101-150,8,Payment Banking,No,No,Shows,Fantasy,Hindi,500,No,Idea
122,122,Pauri,50-55,M,246194,4-6 Months,Prepaid,250-300,0.5GB-1GB,151-200,501-750,No,No,No,Yes,Banking Services,Yes,No,Yes,Yes,751-1000,1,Payment Banking,Yes,151-200,6,Wallet,No,Yes,Live TV,Comedy,Hindi,8000,Yes,Vodafone
123,123,Cherthala,45-50,F,688536,14-16 Months,Postpaid,1-50,10GB-15GB,101-150,751-1000,Yes,Yes,No,Yes,Shopping,No,Yes,Yes,No,301-500,1,Payment Banking,No,101-150,0,Payment Banking,Yes,No,Movies,Horror,Hindi,500,No,Idea
124,124,Valod,20-25,M,394640,18-20 Months,Postpaid,151-200,>15GB,1-50,301-500,No,Yes,No,No,,No,No,Yes,No,201-250,3,Wallet,Yes,301-500,5,Payment Banking,No,Yes,Shows,Fantasy,Hindi,6000,Yes,Vodafone
125,125,Mangaon,25-30,F,402112,14-16 Months,Postpaid,501-750,2GB-2.5GB,>1000,51-100,Yes,No,Yes,Yes,Lifestyle,No,Yes,No,Yes,250-300,2,Wallet,Yes,>1000,7,Payment Banking,No,Yes,Shows,Drama,English,1000,No,Idea
126,126,Ballia,25-30,M,277402,4-6 Months,Postpaid,51-100,>15GB,>1000,501-750,No,Yes,No,Yes,Food,Yes,No,No,No,201-250,0,Wallet,No,101-150,7,Wallet,No,No,Movies,Horror,Hindi,8000,Yes,Idea
127,127,Mettur,35-40,M,636451,0-2 Months,Postpaid,501-750,10GB-15GB,301-500,751-1000,No,Yes,No,No,Travel,No,No,No,No,51-100,7,Wallet,No,>1000,9,Wallet,No,Yes,Shows,Fantasy,Hindi,9000,Yes,Idea
128,128,Banswara,25-30,F,327602,22-24 Months,Prepaid,1001-1500,1.5GB-2GB,201-250,301-500,No,No,Yes,Yes,Banking Services,Yes,Yes,Yes,No,>1000,9,Wallet,No,250-300,1,Wallet,No,No,Movies,Drama,English,7000,Yes,Idea
129,129,Palanpur,40-45,F,385515,20-22 Months,Prepaid,101-150,5GB-7.5GB,101-150,301-500,Yes,No,Yes,No,Lifestyle,Yes,No,Yes,No,151-200,0,Payment Banking,No,51-100,6,Payment Banking,Yes,Yes,Shows,Romance,English,4000,Yes,Idea
130,130,Dhamangaon Rly,60-65,M,444711,10-12 Months,Prepaid,51-100,1GB-1.5GB,1-50,1-50,Yes,Yes,No,No,Work,No,Yes,Yes,Yes,301-500,8,Payment Banking,Yes,301-500,7,Payment Banking,Yes,No,Live TV,Drama,English,7000,Yes,Vodafone
131,131,Kottarakara,20-25,M,691507,8-10 Months,Postpaid,751-1000,0GB-0.5GB,501-750,301-500,No,Yes,Yes,Yes,,Yes,No,No,No,1-50,7,Payment Banking,Yes,1-50,7,Wallet,No,No,Shows,Fantasy,Hindi,3000,Yes,Vodafone
132,132,Gokinepalli,25-30,F,507158,22-24 Months,Prepaid,501-750,1.5GB-2GB,1-50,1-50,No,No,Yes,Yes,Healthcare,Yes,No,Yes,Yes,>1000,7,Payment Banking,Yes,>1000,2,Payment Banking,Yes,Yes,Live TV,Drama,English,6000,No,Idea
133,133,Pipili,45-50,F,752050,14-16 Months,Prepaid,301-500,2GB-2.5GB,1-50,101-150,No,No,Yes,Yes,Travel,Yes,No,No,No,301-500,6,Wallet,Yes,751-1000,7,Payment Banking,Yes,Yes,Shows,Thriller,Hindi,4000,Yes,Idea
134,134,Sibnagar,55-60,M,799270,0-2 Months,Postpaid,1001-1500,2.5GB-5GB,>1000,751-1000,Yes,No,Yes,Yes,Healthcare,No,Yes,Yes,Yes,501-750,2,Wallet,No,101-150,2,Payment Banking,No,No,Movies,Romance,English,4000,No,Idea
135,135,Theni,35-40,M,625534,20-22 Months,Postpaid,751-1000,>15GB,301-500,250-300,Yes,Yes,No,Yes,Healthcare,No,No,Yes,Yes,201-250,1,Wallet,No,151-200,6,Payment Banking,Yes,No,Movies,Drama,Hindi,9000,Yes,Vodafone
136,136,Patan,35-40,M,822123,20-22 Months,Postpaid,51-100,2GB-2.5GB,151-200,151-200,No,No,No,No,Food,Yes,No,Yes,No,151-200,7,Payment Banking,No,751-1000,9,Payment Banking,Yes,Yes,Shows,Action,English,8000,No,Vodafone
137,137,Ambala,60-65,M,135133,6-8 Months,Prepaid,1-50,0GB-0.5GB,250-300,201-250,No,Yes,No,No,Entertainment,Yes,Yes,Yes,No,201-250,0,Payment Banking,Yes,501-750,0,Payment Banking,Yes,Yes,Movies,Fantasy,Hindi,7000,Yes,Idea
138,138,Titilagarh,65-70,M,767033,16-18 Months,Postpaid,501-750,7.5GB-10GB,501-750,1-50,Yes,Yes,Yes,Yes,Food,No,No,No,Yes,1-50,1,Wallet,No,151-200,5,Wallet,No,No,Live TV,Horror,Hindi,10000,Yes,Vodafone
139,139,Asharu,55-60,M,743251,22-24 Months,Prepaid,501-750,2GB-2.5GB,301-500,250-300,No,No,No,Yes,Banking Services,No,Yes,No,No,751-1000,4,Payment Banking,Yes,751-1000,9,Wallet,No,Yes,Shows,Thriller,English,4000,Yes,Vodafone
140,140,Salcete,35-40,F,403723,4-6 Months,Postpaid,1501-2000,1GB-1.5GB,1-50,751-1000,Yes,Yes,No,No,Banking Services,No,No,Yes,No,751-1000,7,Wallet,Yes,1-50,0,Payment Banking,No,No,Shows,Comedy,Hindi,6000,Yes,Vodafone
141,141,Manasa,50-55,F,458113,12-14 Months,Postpaid,1001-1500,0GB-0.5GB,51-100,101-150,Yes,No,Yes,No,Entertainment,Yes,No,No,No,301-500,4,Wallet,Yes,1-50,0,Payment Banking,Yes,No,Shows,Horror,English,7000,Yes,Idea
142,142,Debagram,40-45,M,741156,2-4 Months,Prepaid,1-50,2.5GB-5GB,751-1000,151-200,Yes,Yes,No,No,Shopping,No,Yes,No,No,501-750,9,Wallet,Yes,250-300,4,Payment Banking,Yes,No,Live TV,Fantasy,Hindi,6000,No,Vodafone
143,143,Kadur,55-60,M,577550,8-10 Months,Prepaid,301-500,0GB-0.5GB,501-750,301-500,No,No,Yes,No,Entertainment,No,Yes,Yes,Yes,151-200,5,Payment Banking,No,250-300,1,Payment Banking,Yes,No,Live TV,Action,English,6000,No,Vodafone
144,144,Kalkulam,60-65,M,629102,8-10 Months,Prepaid,1-50,0.5GB-1GB,751-1000,751-1000,No,No,No,No,,No,No,No,Yes,201-250,5,Wallet,No,1-50,3,Wallet,Yes,No,Movies,Horror,Hindi,10000,Yes,Vodafone
145,145,Kurnool,40-45,F,518346,18-20 Months,Postpaid,1-50,7.5GB-10GB,501-750,501-750,Yes,Yes,Yes,Yes,Lifestyle,Yes,No,Yes,No,101-150,9,Payment Banking,No,201-250,9,Wallet,No,No,Live TV,Fantasy,English,10000,No,Idea
146,146,Nilambur,55-60,F,679327,22-24 Months,Prepaid,101-150,10GB-15GB,201-250,1-50,Yes,No,Yes,Yes,Entertainment,Yes,Yes,No,No,301-500,2,Wallet,No,250-300,5,Wallet,No,No,Live TV,Drama,Hindi,8000,No,Vodafone
147,147,Sailu,65-70,F,431503,20-22 Months,Prepaid,301-500,2GB-2.5GB,101-150,201-250,No,Yes,Yes,No,Shopping,No,Yes,Yes,Yes,301-500,2,Payment Banking,Yes,101-150,7,Wallet,No,Yes,Live TV,Action,Hindi,1500,No,Idea
148,148,Budaun,65-70,F,243601,10-12 Months,Postpaid,201-250,5GB-7.5GB,>1000,250-300,No,Yes,No,No,Banking Services,Yes,No,Yes,No,1-50,9,Wallet,Yes,501-750,2,Payment Banking,No,Yes,Movies,Romance,Hindi,10000,Yes,Vodafone
149,149,Khandwa,45-50,M,450001,2-4 Months,Prepaid,250-300,0.5GB-1GB,51-100,201-250,No,Yes,No,Yes,Food,No,No,Yes,No,1-50,3,Payment Banking,No,1-50,4,Wallet,No,No,Movies,Drama,English,3000,Yes,Vodafone
150,150,Nil,50-55,F,795125,8-10 Months,Postpaid,1501-2000,10GB-15GB,751-1000,1-50,Yes,Yes,Yes,No,Food,No,No,Yes,Yes,51-100,4,Payment Banking,No,51-100,8,Payment Banking,No,No,Live TV,Action,English,9000,Yes,Idea
151,151,Rampurhat - I,45-50,M,731233,18-20 Months,Postpaid,151-200,1GB-1.5GB,101-150,101-150,Yes,No,Yes,No,,Yes,Yes,Yes,No,>1000,1,Wallet,Yes,51-100,2,Payment Banking,Yes,Yes,Shows,Comedy,English,2500,Yes,Idea
152,152,Pratapgarh,45-50,F,230402,4-6 Months,Postpaid,101-150,1.5GB-2GB,301-500,1-50,No,No,No,No,Shopping,No,No,Yes,No,1-50,0,Wallet,No,51-100,7,Wallet,No,No,Movies,Drama,English,4000,No,Vodafone
153,153,Manddar Cement Factory,25-30,F,493111,12-14 Months,Postpaid,301-500,5GB-7.5GB,1-50,751-1000,No,Yes,Yes,Yes,Shopping,No,No,No,Yes,1-50,4,Wallet,No,501-750,1,Payment Banking,Yes,Yes,Shows,Fantasy,English,4000,Yes,Idea
154,154,Patiali,50-55,F,207248,8-10 Months,Prepaid,501-750,0.5GB-1GB,101-150,>1000,No,Yes,Yes,Yes,Entertainment,No,No,Yes,Yes,51-100,4,Wallet,No,751-1000,3,Wallet,Yes,No,Shows,Romance,Hindi,8000,No,Vodafone
155,155,Narasimulapet,35-40,M,506324,20-22 Months,Prepaid,51-100,2GB-2.5GB,1-50,51-100,Yes,No,Yes,Yes,Lifestyle,Yes,No,No,No,151-200,4,Payment Banking,Yes,151-200,0,Wallet,No,No,Movies,Comedy,English,1500,No,Vodafone
156,156,Beed,35-40,M,431153,20-22 Months,Postpaid,751-1000,1.5GB-2GB,51-100,1-50,Yes,Yes,Yes,No,Banking Services,Yes,No,Yes,No,1-50,8,Payment Banking,Yes,151-200,9,Wallet,No,Yes,Live TV,Sci-fi,Hindi,2500,No,Vodafone
157,157,Madanapalle,40-45,M,517432,0-2 Months,Prepaid,1001-1500,0.5GB-1GB,301-500,>1000,No,Yes,Yes,No,Entertainment,Yes,No,Yes,Yes,151-200,6,Wallet,No,301-500,7,Payment Banking,Yes,No,Shows,Action,Hindi,9000,Yes,Idea
158,158,Mandsaur,65-70,M,458002,22-24 Months,Prepaid,151-200,5GB-7.5GB,250-300,250-300,No,No,Yes,Yes,Travel,No,No,No,Yes,51-100,7,Payment Banking,Yes,751-1000,6,Payment Banking,No,No,Shows,Comedy,Hindi,5000,Yes,Idea
159,159,Mustafapur,20-25,M,721443,14-16 Months,Postpaid,101-150,2GB-2.5GB,201-250,>1000,Yes,Yes,No,Yes,Entertainment,Yes,No,No,No,201-250,2,Payment Banking,No,101-150,3,Wallet,No,No,Live TV,Action,English,1500,No,Idea
160,160,Malhargarh,55-60,F,458339,22-24 Months,Prepaid,151-200,7.5GB-10GB,>1000,250-300,No,No,No,No,,Yes,No,Yes,Yes,301-500,8,Wallet,No,>1000,1,Payment Banking,Yes,No,Movies,Thriller,Hindi,8000,Yes,Vodafone
161,161,Shriwardhan,40-45,F,402404,20-22 Months,Postpaid,151-200,1GB-1.5GB,201-250,>1000,No,No,No,Yes,Healthcare,No,No,Yes,No,>1000,6,Payment Banking,Yes,101-150,3,Payment Banking,Yes,No,Movies,Horror,Hindi,8000,No,Idea
162,162,Sonamukhi,55-60,M,722207,8-10 Months,Postpaid,151-200,10GB-15GB,501-750,250-300,Yes,Yes,Yes,Yes,Entertainment,Yes,No,Yes,Yes,301-500,4,Payment Banking,No,201-250,6,Payment Banking,Yes,No,Shows,Drama,Hindi,2000,No,Idea
163,163,Kodavasal,30-35,F,610107,6-8 Months,Prepaid,151-200,0.5GB-1GB,301-500,501-750,No,No,Yes,Yes,Entertainment,No,No,No,No,>1000,0,Wallet,Yes,51-100,7,Wallet,No,No,Shows,Horror,Hindi,5000,No,Idea
164,164,,30-35,F,788025,0-2 Months,Postpaid,51-100,7.5GB-10GB,751-1000,301-500,No,No,No,No,Travel,No,Yes,No,No,>1000,1,Payment Banking,Yes,151-200,7,Payment Banking,No,Yes,Live TV,Drama,Hindi,7000,No,Idea
165,165,Garur,55-60,M,263641,14-16 Months,Postpaid,1001-1500,0GB-0.5GB,51-100,51-100,Yes,Yes,Yes,No,Shopping,No,Yes,Yes,No,101-150,8,Wallet,Yes,250-300,0,Wallet,Yes,Yes,Shows,Sci-fi,English,7000,No,Idea
166,166,Bilthra Road,55-60,M,221716,18-20 Months,Postpaid,101-150,10GB-15GB,>1000,250-300,Yes,Yes,No,Yes,,No,No,No,No,501-750,5,Payment Banking,No,1-50,2,Payment Banking,No,No,Shows,Horror,Hindi,3000,No,Idea
167,167,Mayiladuthurai,45-50,F,609117,12-14 Months,Postpaid,501-750,0.5GB-1GB,301-500,51-100,No,No,Yes,No,Food,No,No,No,Yes,201-250,6,Wallet,Yes,250-300,9,Payment Banking,No,No,Live TV,Comedy,English,2000,Yes,Idea
168,168,Kadaladi,60-65,F,623528,16-18 Months,Postpaid,1-50,1.5GB-2GB,101-150,1-50,Yes,No,No,No,,Yes,No,Yes,Yes,301-500,9,Wallet,Yes,51-100,5,Wallet,Yes,Yes,Shows,Drama,Hindi,7000,No,Idea
169,169,Kunnam,20-25,F,621708,0-2 Months,Postpaid,1001-1500,0GB-0.5GB,751-1000,201-250,No,Yes,No,No,Healthcare,Yes,Yes,Yes,No,201-250,1,Wallet,Yes,1-50,0,Wallet,No,Yes,Live TV,Horror,English,10000,Yes,Idea
170,170,Kesinga,60-65,M,766012,18-20 Months,Prepaid,1001-1500,2GB-2.5GB,51-100,501-750,No,No,Yes,No,Work,Yes,Yes,No,No,>1000,1,Payment Banking,No,301-500,5,Payment Banking,No,Yes,Live TV,Action,English,1000,No,Vodafone
171,171,Radhanagari,50-55,F,416211,8-10 Months,Postpaid,201-250,2.5GB-5GB,201-250,151-200,Yes,Yes,Yes,Yes,Healthcare,Yes,No,No,No,501-750,6,Wallet,Yes,1-50,0,Payment Banking,Yes,No,Live TV,Horror,English,4000,Yes,Vodafone
172,172,,40-45,F,274207,12-14 Months,Postpaid,501-750,1GB-1.5GB,250-300,>1000,No,Yes,No,Yes,Lifestyle,Yes,Yes,No,No,>1000,8,Wallet,Yes,1-50,5,Payment Banking,No,Yes,Live TV,Thriller,English,8000,Yes,Vodafone
173,173,Bantval,25-30,M,574265,16-18 Months,Prepaid,301-500,1.5GB-2GB,751-1000,201-250,Yes,Yes,Yes,Yes,Banking Services,No,Yes,No,No,751-1000,3,Payment Banking,Yes,51-100,0,Wallet,No,Yes,Shows,Horror,English,10000,Yes,Vodafone
174,174,Rajendranagar,45-50,F,500030,22-24 Months,Prepaid,1501-2000,2.5GB-5GB,201-250,301-500,No,Yes,No,Yes,Food,Yes,Yes,Yes,Yes,301-500,2,Wallet,No,250-300,1,Wallet,Yes,No,Movies,Thriller,Hindi,1500,No,Idea
175,175,Svs,20-25,F,785681,0-2 Months,Postpaid,250-300,1GB-1.5GB,>1000,1-50,Yes,Yes,Yes,Yes,Healthcare,Yes,Yes,No,Yes,151-200,7,Wallet,No,250-300,2,Wallet,No,Yes,Movies,Sci-fi,English,500,No,Idea
176,176,,50-55,M,606604,10-12 Months,Postpaid,101-150,0.5GB-1GB,>1000,301-500,No,Yes,No,No,Banking Services,No,Yes,No,No,751-1000,7,Wallet,No,201-250,2,Wallet,No,Yes,Movies,Sci-fi,Hindi,2500,Yes,Idea
177,177,Hatta,45-50,M,470775,18-20 Months,Postpaid,1-50,>15GB,151-200,101-150,Yes,Yes,No,No,Travel,No,No,No,No,201-250,5,Payment Banking,Yes,501-750,2,Wallet,Yes,Yes,Shows,Horror,English,5000,Yes,Idea
178,178,Madanapalle,50-55,F,517257,0-2 Months,Prepaid,201-250,2.5GB-5GB,250-300,250-300,No,No,No,Yes,Food,No,Yes,No,Yes,250-300,1,Payment Banking,No,301-500,1,Payment Banking,No,No,Shows,Romance,English,10000,Yes,Vodafone
179,179,Pattukottai,25-30,F,614602,10-12 Months,Prepaid,250-300,>15GB,201-250,1-50,No,Yes,Yes,No,Healthcare,Yes,No,Yes,Yes,250-300,2,Wallet,Yes,301-500,6,Wallet,Yes,Yes,Live TV,Drama,Hindi,1500,Yes,Idea
180,180,Ron,45-50,F,477335,12-14 Months,Prepaid,1501-2000,10GB-15GB,1-50,751-1000,No,Yes,No,Yes,Food,No,Yes,No,Yes,101-150,6,Payment Banking,No,201-250,9,Wallet,Yes,Yes,Movies,Drama,English,5000,No,Idea
181,181,Tiruturaipundi,35-40,M,614703,16-18 Months,Postpaid,301-500,2.5GB-5GB,51-100,51-100,No,No,No,No,Work,No,No,Yes,No,301-500,5,Wallet,No,501-750,1,Wallet,Yes,Yes,Shows,Horror,English,1500,No,Vodafone
182,182,Repalle,55-60,F,522265,14-16 Months,Prepaid,501-750,2GB-2.5GB,>1000,151-200,No,No,No,Yes,,Yes,Yes,Yes,Yes,301-500,2,Wallet,Yes,151-200,2,Wallet,No,No,Movies,Horror,Hindi,8000,No,Vodafone
183,183,Kozhikode,50-55,M,673631,6-8 Months,Prepaid,751-1000,0GB-0.5GB,751-1000,301-500,No,No,No,Yes,Banking Services,No,Yes,No,Yes,1-50,3,Payment Banking,No,151-200,7,Wallet,No,Yes,Movies,Thriller,English,9000,Yes,Idea
184,184,Aliganj,50-55,F,207248,0-2 Months,Prepaid,151-200,5GB-7.5GB,201-250,201-250,No,No,No,No,Work,Yes,Yes,No,Yes,51-100,4,Wallet,Yes,101-150,6,Wallet,Yes,No,Live TV,Horror,English,4000,No,Vodafone
185,185,Narsinghpur,20-25,M,487114,18-20 Months,Prepaid,1001-1500,0GB-0.5GB,501-750,501-750,No,No,Yes,No,Banking Services,Yes,No,Yes,Yes,250-300,5,Payment Banking,Yes,751-1000,6,Wallet,No,Yes,Live TV,Sci-fi,English,6000,No,Idea
186,186,Taloda,45-50,M,425442,0-2 Months,Postpaid,201-250,7.5GB-10GB,151-200,751-1000,Yes,No,No,No,Work,Yes,No,No,No,101-150,0,Payment Banking,Yes,501-750,2,Payment Banking,Yes,No,Movies,Sci-fi,English,10000,No,Idea
187,187,Honnali,55-60,M,577217,22-24 Months,Prepaid,1-50,2.5GB-5GB,501-750,201-250,No,No,Yes,Yes,Entertainment,Yes,No,Yes,Yes,201-250,5,Wallet,No,151-200,8,Payment Banking,Yes,Yes,Movies,Action,Hindi,1500,Yes,Vodafone
188,188,Burhanpur,55-60,F,276203,10-12 Months,Prepaid,250-300,>15GB,501-750,51-100,No,No,Yes,Yes,Travel,No,Yes,Yes,No,751-1000,0,Payment Banking,No,501-750,4,Wallet,No,No,Live TV,Action,English,7000,Yes,Idea
189,189,Doomni,20-25,F,781373,18-20 Months,Prepaid,751-1000,0GB-0.5GB,250-300,250-300,Yes,No,Yes,Yes,Shopping,Yes,No,No,Yes,1-50,7,Wallet,Yes,751-1000,1,Wallet,Yes,Yes,Movies,Romance,English,8000,No,Idea
190,190,Sissiborgaron,60-65,F,787110,20-22 Months,Postpaid,51-100,7.5GB-10GB,501-750,201-250,No,Yes,Yes,No,Work,Yes,No,No,No,>1000,6,Wallet,Yes,1-50,9,Payment Banking,Yes,No,Movies,Drama,English,1000,No,Idea
191,191,Nawabganj,50-55,M,225001,22-24 Months,Postpaid,1501-2000,5GB-7.5GB,101-150,501-750,No,No,No,Yes,Entertainment,Yes,Yes,No,Yes,1-50,3,Wallet,No,301-500,3,Wallet,Yes,No,Live TV,Action,Hindi,1000,No,Vodafone
192,192,Peelwa,55-60,F,342309,20-22 Months,Prepaid,250-300,0GB-0.5GB,1-50,250-300,Yes,No,Yes,No,Lifestyle,No,No,No,No,51-100,8,Payment Banking,Yes,151-200,6,Wallet,No,Yes,Shows,Comedy,Hindi,3000,Yes,Idea
193,193,Mainpuri,30-35,M,205119,22-24 Months,Prepaid,151-200,1.5GB-2GB,151-200,51-100,Yes,Yes,No,No,,No,Yes,Yes,No,>1000,6,Wallet,No,51-100,6,Payment Banking,Yes,Yes,Live TV,Horror,Hindi,2500,No,Idea
